25,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.735,0.735,0.735,0.707,0.735,0.735,0.725,0.735,0.735,0.716,0.715,0.735,0.735,0.735,0.735,0.735,0.73,0.735,0.696,0.735,0.706,0.705,0.735,0.72,0.732,0.735,0.734,0.735,0.722,0.733,0.735,0.733,0.735,0.735,0.656,0.731,0.735,0.735,0.735,0.731
0.735,0.737,0.729,0.717,0.735,0.735,0.733,0.735,0.705,0.734,0.73,0.735,0.735,0.735,0.735,0.734,0.734,0.733,0.732,0.71,0.736,0.693,0.73,0.735,0.735,0.683,0.734,0.735,0.735,0.735,0.735,0.703,0.69,0.734,0.73,0.733,0.706,0.709,0.735,0.722
0.735,0.735,0.71,0.728,0.736,0.735,0.735,0.735,0.706,0.734,0.71,0.737,0.735,0.735,0.734,0.735,0.735,0.736,0.735,0.716,0.735,0.736,0.735,0.735,0.736,0.708,0.735,0.736,0.732,0.736,0.735,0.722,0.735,0.736,0.735,0.732,0.715,0.735,0.729,0.731
0.735,0.735,0.693,0.695,0.735,0.735,0.716,0.735,0.693,0.729,0.711,0.735,0.735,0.735,0.732,0.735,0.735,0.735,0.736,0.735,0.687,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.733,0.735,0.707,0.705,0.722,0.735,0.734,0.712,0.735,0.693,0.719
0.735,0.735,0.735,0.692,0.734,0.735,0.702,0.735,0.721,0.73,0.734,0.735,0.733,0.735,0.735,0.73,0.735,0.735,0.735,0.728,0.725,0.655,0.735,0.735,0.734,0.727,0.735,0.735,0.735,0.658,0.735,0.718,0.729,0.734,0.735,0.735,0.734,0.72,0.735,0.735
0.735,0.7,0.735,0.732,0.735,0.735,0.735,0.735,0.733,0.735,0.735,0.734,0.735,0.735,0.735,0.735,0.707,0.735,0.732,0.731,0.717,0.726,0.73,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.735,0.712,0.735,0.726,0.711,0.735,0.694,0.735,0.735,0.709
0.735,0.735,0.735,0.714,0.702,0.735,0.735,0.735,0.733,0.735,0.455,0.735,0.731,0.735,0.733,0.735,0.717,0.735,0.735,0.7,0.735,0.622,0.685,0.735,0.735,0.735,0.734,0.738,0.733,0.735,0.735,0.735,0.735,0.734,0.736,0.73,0.735,0.733,0.715,0.731
0.735,0.735,0.722,0.737,0.735,0.735,0.736,0.735,0.711,0.726,0.711,0.735,0.733,0.735,0.735,0.735,0.725,0.719,0.734,0.712,0.692,0.719,0.735,0.735,0.735,0.73,0.735,0.726,0.718,0.735,0.735,0.734,0.735,0.734,0.638,0.708,0.707,0.735,0.734,0.726
0.735,0.68,0.734,0.672,0.735,0.735,0.717,0.735,0.735,0.735,0.735,0.713,0.736,0.735,0.735,0.736,0.735,0.734,0.658,0.737,0.734,0.671,0.718,0.735,0.735,0.735,0.73,0.735,0.735,0.735,0.734,0.735,0.735,0.703,0.731,0.735,0.694,0.735,0.723,0.712
0.735,0.733,0.736,0.729,0.734,0.735,0.725,0.734,0.737,0.726,0.735,0.735,0.73,0.734,0.735,0.735,0.735,0.735,0.729,0.722,0.67,0.73,0.733,0.733,0.735,0.719,0.735,0.735,0.733,0.735,0.735,0.73,0.735,0.712,0.735,0.735,0.672,0.734,0.735,0.732
