35,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,36,37,38,39
0.943,0.949,0.955,0.949,0.949,0.949,0.948,0.953,0.956,0.943,0.95,0.947,0.949,0.947,0.943,0.946,0.946,0.946,0.949,0.96,0.943,0.956,0.949,0.945,0.94,0.943,0.945,0.949,0.944,0.953,0.946,0.943,0.945,0.949,0.948,0.947,0.943,0.946,0.941,0.951
0.943,0.946,0.946,0.944,0.946,0.945,0.944,0.952,0.944,0.944,0.947,0.943,0.944,0.954,0.949,0.95,0.949,0.944,0.954,0.948,0.943,0.95,0.946,0.946,0.95,0.949,0.943,0.943,0.943,0.943,0.944,0.953,0.948,0.943,0.945,0.944,0.943,0.943,0.948,0.945
0.943,0.944,0.958,0.946,0.946,0.945,0.942,0.948,0.948,0.947,0.95,0.943,0.943,0.955,0.95,0.943,0.948,0.944,0.946,0.944,0.946,0.951,0.943,0.943,0.948,0.956,0.948,0.943,0.948,0.954,0.949,0.942,0.943,0.943,0.946,0.943,0.948,0.948,0.948,0.952
0.943,0.948,0.949,0.943,0.943,0.943,0.945,0.943,0.943,0.947,0.95,0.949,0.943,0.943,0.951,0.942,0.953,0.946,0.938,0.953,0.954,0.947,0.95,0.943,0.948,0.951,0.952,0.955,0.95,0.947,0.95,0.942,0.951,0.943,0.948,0.943,0.95,0.943,0.952,0.947
0.943,0.944,0.952,0.944,0.952,0.945,0.946,0.943,0.948,0.95,0.945,0.947,0.943,0.943,0.942,0.944,0.948,0.949,0.945,0.949,0.943,0.954,0.946,0.943,0.943,0.945,0.943,0.949,0.943,0.947,0.949,0.948,0.943,0.954,0.951,0.947,0.947,0.946,0.943,0.945
0.943,0.959,0.955,0.952,0.956,0.958,0.943,0.944,0.943,0.946,0.943,0.957,0.943,0.947,0.947,0.947,0.955,0.95,0.943,0.947,0.947,0.954,0.943,0.948,0.954,0.949,0.953,0.946,0.945,0.943,0.945,0.95,0.953,0.947,0.946,0.946,0.947,0.947,0.943,0.943
0.943,0.956,0.948,0.942,0.943,0.943,0.942,0.943,0.949,0.945,0.955,0.938,0.953,0.948,0.944,0.947,0.951,0.945,0.954,0.944,0.952,0.946,0.946,0.949,0.943,0.946,0.949,0.943,0.952,0.943,0.952,0.943,0.952,0.943,0.945,0.949,0.95,0.943,0.95,0.946
0.943,0.949,0.952,0.944,0.943,0.95,0.943,0.947,0.944,0.948,0.951,0.948,0.95,0.947,0.94,0.943,0.948,0.947,0.953,0.943,0.943,0.946,0.943,0.943,0.943,0.949,0.944,0.944,0.949,0.944,0.951,0.95,0.952,0.943,0.943,0.945,0.947,0.946,0.947,0.948
0.943,0.943,0.952,0.946,0.957,0.944,0.943,0.955,0.943,0.946,0.953,0.945,0.943,0.946,0.949,0.947,0.952,0.943,0.943,0.946,0.951,0.95,0.953,0.945,0.956,0.955,0.949,0.943,0.945,0.943,0.956,0.951,0.952,0.95,0.943,0.947,0.946,0.952,0.943,0.946
0.943,0.95,0.948,0.943,0.947,0.946,0.943,0.943,0.952,0.947,0.952,0.951,0.948,0.949,0.944,0.947,0.952,0.95,0.944,0.943,0.943,0.943,0.95,0.953,0.948,0.947,0.945,0.933,0.949,0.947,0.948,0.951,0.943,0.943,0.946,0.943,0.952,0.945,0.949,0.946
